title,c_prod_bud,domestic_box_office,domestic_box_office_roi
Brooklyn,11000000,38322743.0,2.484
Brooklyn Rules,8000000,458232.0,-0.943
Brooklyn's Finest,17000000,27163593.0,0.598
Brother,12000000,450594.0,-0.962
Brotherly Love,1900000,478595.0,-0.748
Brothers,26000000,28544157.0,0.098
Brown Sugar,8000000,27362712.0,2.42
Bruce Almighty,81000000,242704995.0,1.996
Brüno,42000000,60054530.0,0.43
Bubba Ho-Tep,1000000,1239183.0,0.239
Bubble,1600000,145382.0,-0.909
Bubble Boy,13000000,5002310.0,-0.615
Bucky Larson: Born to Be a Star,10000000,2529395.0,-0.747
Buffalo '66,1500000,2380606.0,0.587
Buffalo Soldiers,15000000,353743.0,-0.976
Buffy the Vampire Slayer,7000000,14231669.0,1.033
Bug,4000000,7006708.0,0.752
Bullet to the Head,55000000,9489829.0,-0.827
Bulletproof Monk,52000000,23010607.0,-0.557
Bullets Over Broadway,20000000,13383747.0,-0.331
Bully,2100000,881824.0,-0.58
Bulworth,30000000,26528684.0,-0.116
Buried,1987650,1044143.0,-0.475
Burlesque,55000000,39440655.0,-0.283
Burn,225000,1109276.0,3.93
Burn After Reading,37000000,60355347.0,0.631
Burnt,20000000,13651946.0,-0.317
But I'm a Cheerleader,1200000,2205627.0,0.838
Butch Cassidy and the Sundance Kid,6000000,102308900.0,16.051
Butterfly Girl,180000,17503.0,-0.903
By the Sea,20000000,538460.0,-0.973
C'era una volta il West,5000000,5321508.0,0.064
C.H.U.D.,1250000,4700000.0,2.76
CJ7,20000000,206678.0,-0.99
Ca$h,7000000,46488.0,-0.993
Cabin Fever,1500000,21158188.0,13.105
Caché,8000000,3647381.0,-0.544
Caddyshack,6000000,39846344.0,5.641
Cadillac Records,12000000,8195551.0,-0.317
Call+Response,200000,212989.0,0.065
Cama adentro,800000,200433.0,-0.749
Camp X-Ray,1000000,9837.0,-0.99
Camping Sauvage,4600000,3479302.0,-0.244
Can't Hardly Wait,10000000,25358996.0,1.536
Can't Stop the Music,20000000,2000000.0,-0.9
Cape Fear,35000000,79091969.0,1.26
Capitalism: A Love Story,20000000,14363397.0,-0.282
Capote,7000000,28750530.0,3.107
Captain America: Civil War,250000000,408084349.0,0.632
Captain America: The First Avenger,140000000,176654505.0,0.262
Captain America: The Winter Soldier,170000000,259746958.0,0.528
Captain Corelli's Mandolin,57000000,25528495.0,-0.552
Captain Phillips,55000000,107136417.0,0.948
Captive,2000000,2583301.0,0.292
Caravans,14000000,1000000.0,-0.929
Cargo,4200000,0.0,-1.0
Carlos,18000000,145526.0,-0.992
Carnage,25000000,2546747.0,-0.898
Carrie,30000000,35266619.0,0.176
Cars,70000000,244082982.0,2.487
Cars 2,200000000,191450875.0,-0.043
Casa de Areia,3750000,539285.0,-0.856
Casa de mi Padre,6000000,5909483.0,-0.015
Casablanca,1039000,10462500.0,9.07
Case 39,27000000,13261851.0,-0.509
Casino,52000000,42438300.0,-0.184
Casino Jack,12500000,2039869.0,-0.837
Casino Royale,102000000,167365000.0,0.641
Casper,55000000,100328194.0,0.824
Cast Away,85000000,233632142.0,1.749
Cat People,12500000,7000000.0,-0.44
Cat on a Hot Tin Roof,3000000,17570324.0,4.857
Catch Me if You Can,52000000,164606800.0,2.166
Catch That Kid,18000000,16703799.0,-0.072
Catch a Fire,14000000,4299773.0,-0.693
Catch-22,18000000,24911670.0,0.384
Cats & Dogs,60000000,93375151.0,0.556
Cats & Dogs: The Revenge of Kitty Galore,85000000,45539292.0,-0.464
Cats Don't Dance,32000000,3588602.0,-0.888
Catwoman,100000000,40202379.0,-0.598
Cavite,7000,70071.0,9.01
Cecil B. Demented,10000000,1276984.0,-0.872
Cedar Rapids,10000000,6861102.0,-0.314
Celebrity,12000000,5078660.0,-0.577
Celeste and Jesse Forever,840000,3103407.0,2.695
Cellular,45000000,32003620.0,-0.289
Center Stage,18000000,17200925.0,-0.044
Central Intelligence,50000000,127440871.0,1.549
Central do Brasil,2900000,5969553.0,1.058
Centurion,15000000,123570.0,-0.992
Certifiably Jonathan,1200000,7826.0,-0.993
Chacun sa nuit,1900000,18435.0,-0.99
Chain Letter,3000000,205842.0,-0.931
Chain Reaction,55000000,21226204.0,-0.614
Chairman of the Board,7000000,306715.0,-0.956
Changeling,55000000,35739802.0,-0.35
Changing Lanes,45000000,66790248.0,0.484
Chappie,49000000,31569268.0,-0.356
Chariots of Fire,5500000,57159946.0,9.393
Charlie Bartlett,12000000,3950294.0,-0.671
Charlie St. Cloud,44000000,31206263.0,-0.291
Charlie Wilson's War,75000000,66661095.0,-0.111
Charlie and the Chocolate Factory,150000000,206459076.0,0.376
Charlie's Angels,90000000,125305545.0,0.392
Charlie's Angels: Full Throttle,120000000,100814328.0,-0.16
Charlotte's Web,82500000,82985708.0,0.006
Charly,950000,814666.0,-0.142
Chasing Amy,250000,12006514.0,47.026
Chasing Liberty,23000000,12189514.0,-0.47
Chasing Mavericks,20000000,6002756.0,-0.7
Chasing Papi,9000000,6126237.0,-0.319
Chasseurs de dragons,17000000,0.0,-1.0
"Che, El Ar the Argentine",58000000,293708.0,-0.995
Cheap Thrills,100000,59424.0,-0.406
Cheaper by the Dozen,40000000,138614544.0,2.465
Cheaper by the Dozen 2,60000000,82571173.0,0.376
Cheri,23000000,2715657.0,-0.882
Chernobyl Diaries,1000000,18119640.0,17.12
Chiamatemi Francesco - Il papa della gente,15000000,0.0,-1.0
Chicago,30000000,170687518.0,4.69
Chicken Little,60000000,135386665.0,1.256
Chicken Run,42000000,106793915.0,1.543
Chicken Tikka Masala,2160000,0.0,-1.0
Child 44,50000000,1224330.0,-0.976
Child's Play,9000000,33244684.0,2.694
Child's Play 2,13000000,26904572.0,1.07
Childless,1000000,1036.0,-0.999
Children of Men,76000000,35552383.0,-0.532
Chill Factor,34000000,11263966.0,-0.669
Chinjeolhan geumjassi,4500000,211667.0,-0.953
Chloe,13000000,3075255.0,-0.763
Chocolat,25000000,71309760.0,1.852
Chocolate: Deep Dark Secrets,1000000,49000.0,-0.951
Choke,3400000,2926565.0,-0.139
Christmas with the Kranks,50000000,73701902.0,0.474
Chronicle,12000000,64575175.0,4.381
Chuck&Buck,250000,1055671.0,3.223
Cidade de Deus,3300000,7563397.0,1.292
"Cinco de Mayo, La Batalla",10000000,173472.0,-0.983
Cinderella,95000000,201151353.0,1.117
Cinderella Man,88000000,61649911.0,-0.299
Circle,2000000,10024.0,-0.995
Circumstance,900000,454121.0,-0.495
Cirque du Freak: The Vampire's Assistant,40000000,14046595.0,-0.649
Cirque du Soleil: Worlds Away,25000000,12512862.0,-0.499
City Hall,40000000,20278055.0,-0.493
City Island,6000000,6671283.0,0.112
City by the Sea,40000000,22433915.0,-0.439
City of Angels,55000000,78750909.0,0.432
City of Ember,38000000,7871693.0,-0.793
City of Ghosts,17500000,325491.0,-0.981
Civil Brand,500000,254293.0,-0.491
Clash of the Titans,125000000,163214888.0,0.306
Class of 1984,3250000,6965361.0,1.143
Clay Pigeons,8000000,1793359.0,-0.776
Clean,10000,138711.0,12.871
Clear and Present Danger,62000000,122012656.0,0.968
Cleopatra,42000000,57000000.0,0.357
Clerks,27000,3073428.0,112.831
Clerks II,5000000,24148068.0,3.83
Click,82500000,137355633.0,0.665
Cliffhanger,65000000,84049211.0,0.293
Clockstoppers,26000000,36985501.0,0.423
Clockwatchers,2000000,537948.0,-0.731
Close Encounters of the Third Kind,20000000,166000000.0,7.3
Closer,35000000,33987757.0,-0.029
Cloud Atlas,102000000,27108272.0,-0.734
Cloudy with a Chance of Meatballs,100000000,124870275.0,0.249
Cloudy with a Chance of Meatballs 2,78000000,119793567.0,0.536
Cloverfield,25000000,80048433.0,2.202
Club Dread,8500000,5001655.0,-0.412
Clueless,13700000,56598476.0,3.131
Coach Carter,45000000,67264877.0,0.495
Coal Miner's Daughter,15000000,67182787.0,3.479
Coco avant Chanel,23000000,6113834.0,-0.734
Code 46,7500000,197148.0,-0.974
Code Name: The Cleaner,20000000,8135024.0,-0.593
Cold Mountain,80000000,95632614.0,0.195
Collateral,60000000,100170152.0,0.67
Collateral Beauty,36000000,25600000.0,-0.289
Collateral Damage,85000000,40048332.0,-0.529
College,6000000,4694491.0,-0.218
Colombiana,40000000,36665854.0,-0.083
Come Early Morning,6000000,119452.0,-0.98
Coming Home,3000000,32653000.0,9.884
Commando,10000000,35073978.0,2.507
Compadres,3000000,3127773.0,0.043
Company Man,12000000,146028.0,-0.988
Compliance,270000,319285.0,0.183
Con Air,80000000,101117573.0,0.264
Conan the Barbarian,90000000,21295021.0,-0.763
Conan the Destroyer,18000000,26400000.0,0.467
Concussion,35000000,34531832.0,-0.013
Confessions of a Dangerous Mind,29000000,16007718.0,-0.448
Confessions of a Teenage Drama Queen,15000000,29331068.0,0.955
Confidence,15000000,12212417.0,-0.186
Congo,50000000,81022333.0,0.62
Connie & Carla,20000000,8047525.0,-0.598
Conquest of the Planet of the Apes,1700000,9700000.0,4.706
Conspiracy Theory,80000000,76118990.0,-0.049
Constantine,75000000,75976178.0,0.013
Contact,90000000,100920329.0,0.121
Contagion,60000000,75658097.0,0.261
Contraband,25000000,66528000.0,1.661
Control,6400000,871577.0,-0.864
Conversations with Other Women,450000,379418.0,-0.157
Conviction,12500000,6797696.0,-0.456
Cool Runnings,14000000,68856263.0,3.918
Cop Land,15000000,44906632.0,1.994
Cop Out,37000000,44875481.0,0.213
Copycat,20000000,32051917.0,0.603
Copying Beethoven,11000000,355968.0,-0.968
Coraline,60000000,75286229.0,0.255
Coriolanus,10000000,749641.0,-0.925
Corky Romano,11000000,23978402.0,1.18
"Couloirs du temps: Les visiteurs 2, Les",20000000,146072.0,-0.993
Counting,50000,8374.0,-0.833
Country Strong,15000000,20218921.0,0.348
Couples Retreat,60000000,109205660.0,0.82
Courage Under Fire,46000000,59003384.0,0.283
Courageous,2000000,34522221.0,16.261
Cowboys and Aliens,163000000,100240551.0,-0.385
Coyote Ugly,45000000,60786269.0,0.351
Cradle 2 the Grave,25000000,34657731.0,0.386
Cradle Will Rock,32000000,2899970.0,-0.909
Crank,12000000,27838408.0,1.32
Crank 2: High Voltage,20000000,13684249.0,-0.316
Crash,10000000,3357324.0,-0.664
Crazy Heart,8500000,39471742.0,3.644
Crazy in Alabama,15000000,1954202.0,-0.87
"Crazy, Stupid, Love",50000000,84351197.0,0.687
Creative Control,1000000,63014.0,-0.937
Creature,3000000,331000.0,-0.89
Creed,37000000,109767581.0,1.967
Creepshow,8000000,20036244.0,1.505
Creepshow 2,3500000,14000000.0,3.0
Criminal,31500000,14708696.0,-0.533
Criminal Activities,7000000,0.0,-1.0
Crimson Peak,55000000,31090320.0,-0.435
Crimson Tide,55000000,91387195.0,0.662
Critical Care,12000000,220175.0,-0.982
Crocodile Dundee,8800000,174803506.0,18.864
Crocodile Dundee 2,14000000,109306210.0,6.808
Crocodile Dundee in Los Angeles,25000000,25590119.0,0.024
Crocodile Hunter: Collision Course,12500000,28436931.0,1.275
Crooklyn,14000000,13024170.0,-0.07
Crossover,5600000,7009668.0,0.252
Crossroads,12000000,37188667.0,2.099
"Crouching Tiger, Hidden Dragon",15000000,128067808.0,7.538
Cruel Intentions,11000000,38230075.0,2.475
Cry Freedom,29000000,5899797.0,-0.797
Cry Wolf,1000000,10047674.0,9.048
Crying With Laughter,820000,0.0,-1.0
Cube,250000,489220.0,0.957
Cure,10000,94596.0,8.46
Curious George,50000000,58640119.0,0.173
Cursed,35000000,19294901.0,-0.449
Cutthroat Island,92000000,10017322.0,-0.891
Cyrus,7000000,7468936.0,0.067
D-War,32000000,10977721.0,-0.657
D.E.B.S.,3500000,96793.0,-0.972
DOA: Dead or Alive,30000000,480314.0,-0.984
Daddy Day Camp,6000000,13235267.0,1.206
Daddy Day Care,60000000,104148781.0,0.736
Daddy’s Home,50000000,150357137.0,2.007
Dallas Buyers Club,5000000,27298285.0,4.46
Damsels in Distress,3000000,1007535.0,-0.664
Dance Flick,25000000,25662155.0,0.026
Dancer in the Dark,12500000,4157491.0,-0.667
"Dancer, Texas Pop. 81",2300000,574838.0,-0.75
Dances with Wolves,19000000,184208842.0,8.695
Dangerous Liaisons,24200000,17000.0,-0.999
Danny Collins,10000000,5637066.0,-0.436
Danny the Dog,43000000,24537621.0,-0.429
Dante's Peak,115000000,67163857.0,-0.416
Daredevil,80000000,102543518.0,0.282
Dark Angel,7000000,4372561.0,-0.375
Dark Blue,15000000,9237470.0,-0.384
Dark City,27000000,14435076.0,-0.465
Dark Shadows,150000000,79727149.0,-0.468
Dark Skies,3500000,17418667.0,3.977
Dark Water,60000000,25473093.0,-0.575
Darkness,10600000,22163442.0,1.091
Darkness Falls,7000000,32539681.0,3.649
Darling Companion,12000000,793352.0,-0.934
Darling Lili,22000000,5000000.0,-0.773
Das Boot,12000000,11487676.0,-0.043
Das Leben der Anderen,2000000,11284657.0,4.642
Das Weisse Band: Eine deutsche Kindergeschichte,18000000,2222862.0,-0.877
Date Movie,20000000,48548426.0,1.427
Date Night,55000000,98711404.0,0.795
Dave Chappelle's Block Party,3000000,11718595.0,2.906
Dawn of the Crescent Moon,75000,8799.0,-0.883
Dawn of the Dead,28000000,58990765.0,1.107
Dawn of the Planet of the Apes,170000000,208545589.0,0.227
Daybreakers,20000000,30101577.0,0.505
Dayereh,10000,673780.0,66.378
Daylight,80000000,32908290.0,-0.589
Days of Heaven,3000000,3446749.0,0.149
Days of Thunder,60000000,82670733.0,0.378
Dazed and Confused,6900000,7950889.0,0.152
De battre mon coeur s'est arrêté,5500000,1023424.0,-0.814
De-Lovely,15000000,13337299.0,-0.111
Dead Man Down,30000000,10895295.0,-0.637
Dead Man Walking,11000000,39387284.0,2.581
Dead Man on Campus,14000000,15064948.0,0.076
Dead Man's Shoes,1125000,6408.0,-0.994
Dead Poets Society,16400000,95860116.0,4.845
Deadfall,6000000,66351.0,-0.989
Deadpool,58000000,363070709.0,5.26
Dear Frankie,4600000,1340891.0,-0.709
Dear John,25000000,80014842.0,2.201
Dear Wendy,8000000,23106.0,-0.997
Death Becomes Her,55000000,58422650.0,0.062
Death Race,65000000,36316032.0,-0.441
Death Sentence,20000000,9534258.0,-0.523
Death at a Funeral,21000000,42739347.0,1.035
Death to Smoochy,50000000,8355815.0,-0.833
Deception,25000000,4598506.0,-0.816
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000,152449.0,-0.695
Deck the Halls,51000000,35093569.0,-0.312
Deconstructing Harry,20000000,10686841.0,-0.466
Decoys,5000000,84733.0,-0.983
Deep Blue Sea,60000000,73648228.0,0.227
Deep Impact,80000000,140464664.0,0.756
Deep Rising,45000000,11203026.0,-0.751
Deep Throat,25000,45000000.0,1799.0
Deepwater Horizon,156000000,61433527.0,-0.606
Def Jam's How To Be a Player,12000000,14010363.0,0.168
Def-Con 4,1300000,210904.0,-0.838
Defendor,3750000,44462.0,-0.988
Defiance,50000000,28644813.0,-0.427
"Definitely, Maybe",7000000,32241649.0,3.606
Delgo,40000000,915840.0,-0.977
Deliver Us from Evil,30000000,30577122.0,0.019
Delivery Man,22000000,30659817.0,0.394
Demonic,3000000,0.0,-1.0
Departure,1100000,0.0,-1.0
Der Baader Meinhof Komplex,19700000,476270.0,-0.976
Der Untergang,13500000,5501940.0,-0.592
Derailed,22000000,36020063.0,0.637
Des Hommes et Des Dieux,5000000,3954651.0,-0.209
Desert Blue,5000000,99147.0,-0.98
Desert Dancer,4000000,155271.0,-0.961
Desperado,7000000,25532388.0,2.647
Despicable Me,69000000,251513985.0,2.645
Despicable Me 2,76000000,368065385.0,3.843
Destiny,750000,0.0,-1.0
Detention of the Dead,500000,1778.0,-0.996
Deterrence,800000,144583.0,-0.819
Detroit Rock City,16000000,4217115.0,-0.736
Deuce Bigalow: European Gigolo,22000000,22400154.0,0.018
Deuce Bigalow: Male Gigolo,18000000,65535067.0,2.641
Deuces Wild,10000000,6044618.0,-0.396
Devil,10000000,33679655.0,2.368
Devil's Advocate,57000000,61007424.0,0.07
Devil's Due,7000000,15821461.0,1.26
Diamonds,11900000,81897.0,-0.993
Diamonds Are Forever,7200000,43800000.0,5.083
Diary of a Mad Black Woman,5500000,50406346.0,8.165
Diary of a Wimpy Kid,15000000,64003625.0,3.267
Diary of a Wimpy Kid: Dog Days,22000000,49008662.0,1.228
Diary of a Wimpy Kid: Rodrick Rules,18000000,52698535.0,1.928
Diary of the Dead,2750000,952620.0,-0.654
Dick,13000000,6276869.0,-0.517
Dick Tracy,47000000,103738726.0,1.207
Dickie Roberts: Former Child Star,17000000,22734486.0,0.337
Did You Hear About the Morgans?,58000000,29580087.0,-0.49
Die Another Day,142000000,160942139.0,0.133
Die Fälscher,6250000,5488570.0,-0.122
Die Hard,28000000,81350242.0,1.905
Die Hard 2,70000000,117323878.0,0.676
Die Hard: With a Vengeance,90000000,100012499.0,0.111
Die Unendliche Geschichte,27000000,21300000.0,-0.211
Die Welle,7250000,0.0,-1.0
Digimon: The Movie,5000000,9628751.0,0.926
Dil Jo Bhi Kahey...,1600000,129319.0,-0.919
Diner,5000000,12592907.0,1.519
Dinner Rush,2000000,638227.0,-0.681
Dinner for Schmucks,69000000,73026337.0,0.058
Dinosaur,127500000,137748063.0,0.08
Dirty Grandpa,11500000,35593113.0,2.095
Dirty Pretty Things,10000000,8112414.0,-0.189
Dirty Work,13000000,10020081.0,-0.229
Disaster Movie,20000000,14190901.0,-0.29
Disclosure,55000000,83015089.0,0.509
Disney Planes,50000000,90282580.0,0.806
Disney's A Christmas Carol,190000000,137855863.0,-0.274
District 9,30000000,115646235.0,2.855
Disturbia,20000000,80818974.0,3.041
Disturbing Behavior,15000000,17507368.0,0.167
Divergent,85000000,150947895.0,0.776
Django Unchained,100000000,162805434.0,0.628
Do You Believe?,2300000,12985600.0,4.646
Do the Right Thing,6000000,26004026.0,3.334
Doctor Dolittle,71500000,144156605.0,1.016
Doctor Dolittle 2,72000000,112950721.0,0.569
Doctor Seuss' The Lorax,67500000,214030500.0,2.171
Doctor Strange,165000000,230323048.0,0.396
Doctor Zhivago,11000000,111721000.0,9.156
Dod sno,800000,46742.0,-0.942
Dodgeball: A True Underdog Story,30000000,114326736.0,2.811
Dogma,10000000,30651422.0,2.065
Dogtooth,323000,110248.0,-0.659
Dogtown and Z-Boys,400000,1293295.0,2.233
Dolphin,170000,14000.0,-0.918
Dolphin Tale,37000000,72286779.0,0.954
Dolphin Tale 2,36000000,42024533.0,0.167
Dolphins and Whales Tribes of the Ocean 3D,6000000,7714996.0,0.286
Dom Hemingway,7000000,523511.0,-0.925
Domestic Disturbance,53000000,45207112.0,-0.147
Domino,50000000,10169202.0,-0.797
"Don Gato, el inicio de la pandilla",80000000,0.0,-1.0
Don Jon,5500000,24477704.0,3.45
Don Juan DeMarco,25000000,22032635.0,-0.119
Don McKay,6000000,13722.0,-0.998
Don't Be Afraid of the Dark,25000000,24046682.0,-0.038
Donkey Punch,750000,19367.0,-0.974
Donnie Brasco,35000000,41954997.0,0.199
Donnie Darko,4500000,1270522.0,-0.718
Donovan's Reef,2686000,6600000.0,1.457
Don’t Breathe,10000000,89217875.0,7.922
Don’t Say a Word,50000000,54997476.0,0.1
Doogal,20000000,7578946.0,-0.621
Doom,70000000,28212337.0,-0.597
Doomsday,33000000,11008770.0,-0.666
Dope,7000000,17506470.0,1.501
Double Impact,16000000,29090445.0,0.818
Double Jeopardy,40000000,116735231.0,1.918
Double Take,24000000,29823162.0,0.243
Doubt,20000000,33446470.0,0.672
Doug's 1st Movie,5000000,19421271.0,2.884
Down & Out with the Dolls,1200000,58936.0,-0.951
Down Terrace,30000,9812.0,-0.673
Down for Life,3800000,41914.0,-0.989
Down in the Valley,8000000,568932.0,-0.929
Down to Earth,30000000,64172251.0,1.139
Down to You,9000000,20035310.0,1.226
Dr. No,1000000,16067035.0,15.067
Dr. Strangelove,1800000,9164370.0,4.091
Dracula 2000,28000000,33000377.0,0.179
Dracula Untold,70000000,55991880.0,-0.2
Dracula: Pages from a Virgin's Diary,1100000,39659.0,-0.964
Draft Day,25000000,28842237.0,0.154
Drag Me To Hell,30000000,42100625.0,0.403
Dragon Nest Warriors' Dawn,40000000,0.0,-1.0
Dragonball Evolution,30000000,9362785.0,-0.688
Dragonfly,60000000,30063805.0,-0.499
Dragonheart,57000000,51364680.0,-0.099
Dragonslayer,18000000,6000000.0,-0.667
Dream House,50000000,21302340.0,-0.574
Dream With The Fishes,1000000,542909.0,-0.457
Dreamcatcher,68000000,33685268.0,-0.505
Dreamer: Inspired by a True Story,32000000,33022286.0,0.032
Dreamgirls,75000000,103365956.0,0.378
Dreaming of Joseph Lees,3250000,7680.0,-0.998
Dredd,45000000,13414714.0,-0.702
Dressed to Kill,6500000,31899000.0,3.908
Drillbit Taylor,40000000,32862104.0,-0.178
Drinking Buddies,500000,343706.0,-0.313
Drive,15000000,35060689.0,1.337
Drive Angry,50000000,10721033.0,-0.786
Drive Me Crazy,8000000,17843379.0,1.23
Driven,72000000,32616869.0,-0.547
Driving Lessons,4700000,239962.0,-0.949
Driving Miss Daisy,7500000,106593296.0,13.212
Drop Dead Gorgeous,10000000,10571408.0,0.057
Drowning Mona,16000000,15427192.0,-0.036
Drumline,20000000,56398162.0,1.82
Drunk Wedding,600000,3301.0,-0.994
"Dude, Where's My Car?",13000000,46729374.0,2.595
Dudley Do-Right,22000000,9818792.0,-0.554
Due Date,65000000,100539043.0,0.547
Due occhi diabolici,9000000,349618.0,-0.961
Duel in the Sun,6000000,20400000.0,2.4
Duets,16000000,4734235.0,-0.704
Dum Maaro Dum,5200000,564489.0,-0.891
Duma,12000000,870067.0,-0.927
Dumb & Dumber,16000000,127175374.0,6.948
Dumb and Dumber To,40000000,86208010.0,1.155
Dumb and Dumberer: When Harry Met Lloyd,30000000,26214846.0,-0.126
Dune,45000000,27447471.0,-0.39
Dungeons & Dragons: Wrath of the Dragon God,15000000,0.0,-1.0
